IE_NAME;IE_PREVIEW_TEXT;IE_DETAIL_TEXT;IP_PROP487;CR_PRICE_1_USD
Балясина 1000 мм., □12 мм., с крученного квадрата;Балясина 1000 мм., □12 мм., с крученного квадрата;;;11.76
Навершие 40*40 мм., ≠2 мм., для столба;Навершие 40*40 мм., ≠2 мм., для столба;;;0.87
Навершие 50*50 мм., ≠2 мм., для столба;Навершие 50*50 мм., ≠2 мм., для столба;;;1.3
Навершие 60*60 мм., ≠2 мм., для столба;Навершие 60*60 мм., ≠2 мм., для столба;;;1.61
Вставка 115* Ø40 мм., отв. □14 мм., декоративная;Вставка 115* Ø40 мм., отв. □14 мм., декоративная;;;7.65
Розетка 135*120 мм., ≠12*6 мм., кованая;Розетка 135*120 мм., ≠12*6 мм., кованая;;;8.64
Подпятник 50*50 мм., отв. □20 мм., литье;Подпятник 50*50 мм., отв. □20 мм., литье;;;3.59
Лист 300*25 мм., ≠4 мм., Ø6 мм., кованый;Лист 300*25 мм., ≠4 мм., Ø6 мм., кованый;;;5.11
Поворот к поручню 114/5 на 180°, 40*8 мм.; Поворот поручня 114/5  с узором 40х8 мм на180 гр.;;;55.7
Поворот к поручню 114/А/3 на 180°, ≠50*14 мм.;Поворот поручня 114/А/3 , ≠50*14 мм. на 180гр.;;;69.66
Окончание к поручню 114/А/1, 150*125 мм.;Окончание к поручню 114/А/1, 150*125 мм.;;;23.22
Эмаль по ржавчине антикор. молот. темно-зеленая (2,5 кг.) КВИЛ;Эмаль по ржавчине антикор. молот. темно-зеленая (2,5 кг.) КВИЛ;"Изготовлена на основе модифицированного алкидного лака, светостой-
ких пигментов с добавлением сиккатива, органических растворителей и
функциональных добавок.
<p>НАЗНАЧЕНИЕ. Для одновременного преобразования ржавчины, антикоррозионного
грунтования и финишной окраски чистых и прокорродировавших ме-
таллических поверхностей с толщиной прочно связанной с металлом
ржавчины до 100 мкм, требующих хороших декоративных свойств и дли-
тельного срока службы в атмосферных условиях и внутри помещений.
<p>ОБЪЕКТЫ ПРИМЕНЕНИЯ. Промышленное оборудование, двери, ворота, ограждения, корпуса видео-
и аудиоаппаратуры (кинопроекторы, телескопы), банковская техника,
изделия художественной ковки, металлическая мебель (стеллажи, шка-
фы, сейфы и др.).
<p>СВОЙСТВА. Быстро высыхает. Образует рисунчатое (молотковое) покрытие, маски-
рующее мелкие дефекты поверхности. Своеобразный фактурный рису-
нок подчеркивает красоту изделий ручной работы. Покрытие обладает
высокой атмосферостойкостью, повышенной влаго- и противокоррози-
онной стойкостью. Применение эмали значительно упрощает подготовку
поверхности перед окрашиванием и удешевляет технологию создания
антикоррозионного покрытия, т.к. не требует пр";;44.27
Пика 160*68 мм., осн. Ø16 мм., лилия, горячештмп.;Пика 160*68 мм., осн. Ø16 мм., лилия, горячештмп.;;;2.45
Корзинка 220*100 мм., осн. □30 мм.;Корзинка 220*100 мм., осн. □30 мм.;;;25.23
Навершие 120*120 мм., ≠2 мм., для столба;Навершие 120*120 мм., ≠2 мм., для столба;;;4.52
Ручка-стучалка 180*120*70 мм., чёрная, «Лев»;Ручка-стучалка 180*120*70 мм., чёрная, «Лев»;;;41.05
Подкова-стучалка 160*119*20 мм., чёрная, «На счастье»;Подкова-стучалка 160*119*20 мм., чёрная, «На счастье»;;;41.73
Ручка-стучалка дверная 170*125*70 мм., чёрная, «Лошадь»;Ручка-стучалка дверная 170*125*70 мм., чёрная, «Лошадь»;;;65.88
Ручка-стучалка дверная 171*116,5*42 мм., чёрная, «Рысь»;Ручка-стучалка дверная 171*116,5*42 мм., чёрная, «Рысь»;;;32.91
Ручка-стучалка дверная 208*123*75 мм., чёрная, «Медведь»;Ручка-стучалка дверная 208*123*75 мм., чёрная, «Медведь»;;;40.12
Крючок 91*69*35 мм., «Бобр»;Крючок 91*69*35 мм., «Бобр»;;;20.74
Цветок Ø65 мм., ≠2 мм., штамп.;Цветок Ø65 мм., ≠2 мм., штамп.;;;0.53
Наконечник □120 мм., ≠1 мм., на столб, штамп.;Наконечник □120 мм., ≠1 мм., на столб, штамп.;;;3.22
Накладка Ø78 мм., ≠1 мм., штамп.;Накладка Ø78 мм., ≠1 мм., штамп.;;;0.77
Лист 140*230 мм., ≠2 мм., большой, штамп., (пара);Лист 140*230 мм., ≠2 мм., большой, штамп., (пара);;;5.08
Лист 165*130 мм., ≠2 мм., штамп., (пара);Лист 165*130 мм., ≠2 мм., штамп., (пара);;;3.96
Лист 180*60 мм., ≠2 мм., малый, штамп.;Лист 180*60 мм., ≠2 мм., малый, штамп.;;;1.8
Лист 220*60 мм., ≠2 мм., средний, штамп.;Лист 220*60 мм., ≠2 мм., средний, штамп.;;;2.51
Лист 310*60 мм., ≠2 мм., большой, штамп.;Лист 310*60 мм., ≠2 мм., большой, штамп.;;;3.1
Цветок  80*80 мм., ≠1.5 мм., средний, штамп.;Цветок  80*80 мм., ≠1.5 мм., средний, штамп.;;;1.33
Лист 120*70 мм., ≠2 мм., штамп., (пара);Лист 120*70 мм., ≠2 мм., штамп., (пара);;;1.61
Полусфера Ø70 мм., ≠2 мм.;Полусфера Ø70 мм., ≠2 мм.;;;1.98
Полусфера Ø150 мм., ≠2 мм.;Полусфера Ø150 мм., ≠2 мм.;;;8.98
Цветок Ø100 мм., ≠4 мм., кованый;Цветок Ø100 мм., ≠4 мм., кованый;;;3.25
Цветок Ø117 мм., ≠4 мм., кованый;Цветок Ø117 мм., ≠4 мм., кованый;;;3.25
Цветок Ø90 мм., ≠4 мм., литье;Цветок Ø90 мм., ≠4 мм., литье;;;1.7
Цветок Ø80 мм., ≠2.5 мм., кованый;Цветок Ø80 мм., ≠2.5 мм., кованый;;;1.39
Лист 160*150 мм., ≠4 мм., кованый;Лист 160*150 мм., ≠4 мм., кованый;;;12.04
Лист 160*150 мм., ≠4 мм., кованый;Лист 160*150 мм., ≠4 мм., кованый;;;12.04
Лист 110*40 мм., ≠3 мм., штамп.;Лист 110*40 мм., ≠3 мм., штамп.;;;1.18
Лист 155*60 мм., ≠3 мм., штамп.;Лист 155*60 мм., ≠3 мм., штамп.;;;1.49
Столб опорный □30 мм., 1200 мм., с центр. эл-том;Столб опорный □30 мм., 1200 мм., с центр. эл-том;;;58.11
Столб опорный □30 мм., 950*400 мм., «Дракон»;Столб опорный □30 мм., 950*400 мм., «Дракон»;;;444.33
Подпятник Ø60 мм., отв. Ø30.5 мм., литье;Подпятник Ø60 мм., отв. Ø30.5 мм., литье;;;2.32
Подпятник 50*50 мм., отв. □20.5 мм., литье;Подпятник 50*50 мм., отв. □20.5 мм., литье;;;1.83
Вставка 22* Ø40 мм., отв. □14.5 мм.;Вставка 22* Ø40 мм., отв. □14.5 мм.;;;1.64
Вставка 22* Ø40 мм., отв. Ø14.5 мм.;Вставка 22* Ø40 мм., отв. Ø14.5 мм.;;;1.52
Вставка 22* Ø40 мм., отв. Ø16.5 мм.;Вставка 22* Ø40 мм., отв. Ø16.5 мм.;;;1.52
Вставка 67* Ø40 мм., отв. □12.5 мм.;Вставка 67* Ø40 мм., отв. □12.5 мм.;;;2.85
Вставка 39* Ø40 мм., отв. □12.5 мм.;Вставка 39* Ø40 мм., отв. □12.5 мм.;;;2.45
Подпятник Ø50 мм., отв. Ø12 мм., ≠1 мм., штамп.;Подпятник Ø50 мм., отв. Ø12 мм., ≠1 мм., штамп.;;;0.31
Лист 80*80 мм., ≠1 мм., штамп.;Лист 80*80 мм., ≠1 мм., штамп.;;;0.37
Балясина 900 мм., Ø30 мм., из трубы;Балясина 900 мм., Ø30 мм., из трубы;;;16.78
Завиток 130*90 мм., □10 мм.;Завиток 130*90 мм., □10 мм.;;;1.15
Завиток 160*110 мм., □10 мм.;Завиток 160*110 мм., □10 мм.;;;1.18
Завиток 170*120 мм., □12 мм.;Завиток 170*120 мм., □12 мм.;;;1.55
Завиток 440*170 мм., □12 мм.;Завиток 440*170 мм., □12 мм.;;;4.92
Лист 200*95 мм., ≠2 мм., штамп., (пара);Лист 200*95 мм., ≠2 мм., штамп., (пара);;;3.65
Вставка 70* Ø37 мм., отв. Ø14 мм.;Вставка 70* Ø37 мм., отв. Ø14 мм.;;;2.14
Эмаль графит (1.0 кг.) Церта-Пласт;Эмаль графит (1.0 кг.) Церта-Пласт;"Кузнечная эмаль «Церта-Пласт» предназначена для антикоррозионной защиты и декоративной отделки ковки, штамповки, литья из чугуна, стали, цветных металлов. Выдерживает условия повышенной влажности и перепад температур от -60°С до +150°С.

<p>В качестве грунта — эмаль «Церта-Пласт» серая.

<p>Технология нанесения:

<p>Перед применением тщательно перемешать до однородности. Выдержать в течение 10 минут до исчезновения пузырей. Окрашивать по сухой, обезжиренной поверхности при температуре воздуха и подложки от -30°С до +40°С.

<p>Наносить не менее чем в два слоя пневматикой, валиком или кистью. Возможно нанесение электростатикой. Перед окрашиванием нанести эмаль кистью на сварные швы, торцевые кромки, труднодоступные места «полосовым слоем».

<p>Растворители: сольвент (130/150), ксилол, толуол. Степень разбавления краски до рабочей вязкости — до 30 %. Расход по металлу 300-400 г/м.кв при толщине покрытия 70-100 мкм.";;20.99
Поворот к поручню 114/А/3 на 90°, ≠50*14 мм.;Поворот к поручню 114/А/3 на 90°, ≠50*14 мм.;;;61.3
Эмаль по ржавчине антикор. молот. малиновая (0,8 кг.) КВИЛ;Эмаль по ржавчине антикор. молот. малиновая (0,8 кг.) КВИЛ;"Изготовлена на основе модифицированного алкидного лака, светостой-
ких пигментов с добавлением сиккатива, органических растворителей и
функциональных добавок.
<p>НАЗНАЧЕНИЕ. Для одновременного преобразования ржавчины, антикоррозионного
грунтования и финишной окраски чистых и прокорродировавших ме-
таллических поверхностей с толщиной прочно связанной с металлом
ржавчины до 100 мкм, требующих хороших декоративных свойств и дли-
тельного срока службы в атмосферных условиях и внутри помещений.
<p>ОБЪЕКТЫ ПРИМЕНЕНИЯ. Промышленное оборудование, двери, ворота, ограждения, корпуса видео-
и аудиоаппаратуры (кинопроекторы, телескопы), банковская техника,
изделия художественной ковки, металлическая мебель (стеллажи, шка-
фы, сейфы и др.).
<p>СВОЙСТВА. Быстро высыхает. Образует рисунчатое (молотковое) покрытие, маски-
рующее мелкие дефекты поверхности. Своеобразный фактурный рису-
нок подчеркивает красоту изделий ручной работы. Покрытие обладает
высокой атмосферостойкостью, повышенной влаго- и противокоррози-
онной стойкостью. Применение эмали значительно упрощает подготовку
поверхности перед окрашиванием и удешевляет технологию создания
антикоррозионного покрытия, т.к. не требует пр";;13
